ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
15,HAWAII,HI,15003,Honolulu,15003010801,"Census Tract 108.01, Honolulu County, Hawaii",2.191999896112,3779,441,793,47,753,59,204,136,37,33,22371,1320,0,11,0,11,837,143,9,8,23,26,1717,548,10,44,0,15,0,11,30,29,0,11,1514,394,9.0,5.8,5.8,5.1,22371.0,1320.0,0.0,2.1,0.0,0.7,22.1,2.8,0.5,0.5,3.1,3.5,45.4,13.5,0.3,1.3,0.0,2.0,0.0,3.4,4.0,3.9,0.0,3.6,40.1,9.3,0.5627,0.7468,0.8914,0.0,2.2009,0.5871,0.0,0.6688,0.0032,0.2261,0.8981,0.0257,0.0701,0.0541,0.1242,0.035,0.0,0.0,0.2707,0.0,0.9713,1.242,0.1801,4.4652,0.1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,11,0.0,1.6,2802
15,HAWAII,HI,15003,Honolulu,15003010802,"Census Tract 108.02, Honolulu County, Hawaii",2.242705513466,7296,849,1944,146,1795,165,194,114,116,88,26578,2371,66,85,0,15,2054,371,89,87,92,72,2595,1099,19,61,23,25,0,15,61,72,0,15,1921,509,3.6,2.2,8.5,6.0,26578.0,2371.0,2.5,3.2,0.0,0.4,28.2,3.9,2.1,2.1,5.1,4.0,35.6,14.5,0.3,1.0,1.2,1.3,0.0,1.4,3.4,4.0,0.0,1.5,26.3,6.3,0.1672,0.9006,0.7668,0.1433,1.9779,0.4935,0.0,0.8854,0.0161,0.4204,1.3219,0.0932,0.0318,0.0541,0.0859,0.0223,0.3057,0.0,0.2452,0.0,0.9554,1.5063,0.2444,4.892,0.1742,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,15,0.0,0.7,4730
15,HAWAII,HI,15003,Honolulu,15003010901,"Census Tract 109.01, Honolulu County, Hawaii",1.249329160398,2896,198,985,46,968,49,178,131,52,35,47226,5917,63,52,532,80,654,150,290,95,69,55,1544,246,11,46,0,15,0,11,9,18,0,11,8,10,6.2,4.6,3.6,2.5,47226.0,5917.0,3.0,2.5,18.4,3.0,22.6,4.9,10.3,3.5,7.1,5.7,53.3,7.7,0.4,1.7,0.0,1.6,0.0,2.8,0.9,1.9,0.0,2.8,0.3,0.3,0.3794,0.4295,0.1629,0.172,1.1438,0.2032,0.4904,0.6943,0.3891,0.6274,2.2012,0.6431,0.1274,0.086,0.2134,0.0669,0.0,0.0,0.0701,0.0,0.4236,0.4937,0.0193,4.0521,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,79,2.9,2.8,2029
15,HAWAII,HI,15003,Honolulu,15003010903,"Census Tract 109.03, Honolulu County, Hawaii",0.318166966998,3706,473,1401,60,1374,70,403,184,235,126,42032,6069,248,107,616,71,532,189,312,99,85,53,2277,586,77,71,261,95,0,11,65,46,139,72,29,16,10.9,5.6,11.5,5.4,42032.0,6069.0,9.4,3.8,16.6,2.8,14.4,4.8,8.6,3.4,6.2,3.9,61.4,13.8,2.1,2.0,18.6,6.8,0.0,1.9,4.7,3.4,10.1,5.2,0.8,0.4,0.6785,0.9359,0.2396,0.707,2.561,0.7258,0.3822,0.1879,0.1994,0.5414,1.3109,0.0804,0.2006,0.3917,0.5923,0.2452,0.6688,0.0,0.3376,0.7363,0.5701,2.3128,0.5498,6.777,0.4419,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298,145,8.3,4.1,2085
15,HAWAII,HI,15003,Honolulu,15003010904,"Census Tract 109.04, Honolulu County, Hawaii",0.372874531582,2934,300,1078,41,1025,59,231,150,79,47,45027,5904,34,34,589,92,676,179,237,63,64,42,1100,434,1,42,0,15,0,11,24,21,0,11,5,4,7.9,5.2,5.5,3.5,45027.0,5904.0,1.7,1.7,20.1,3.6,23.0,5.6,8.4,2.5,6.2,4.1,37.5,14.3,0.0,1.5,0.0,1.4,0.0,2.5,2.3,2.1,0.0,2.6,0.2,0.1,0.4791,0.7244,0.1981,0.086,1.4876,0.2903,0.5987,0.7102,0.1768,0.5414,2.0271,0.5016,0.0478,0.0,0.0478,0.0064,0.0,0.0,0.1624,0.0,0.3726,0.535,0.0354,4.0975,0.0581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,40,2.0,1.4,1258
15,HAWAII,HI,15003,Honolulu,15003010905,"Census Tract 109.05, Honolulu County, Hawaii",0.211708993048,2428,194,911,59,865,64,183,75,57,30,38612,4737,161,73,452,77,446,79,278,63,24,20,1623,260,50,58,220,53,0,11,74,45,110,46,25,12,7.5,3.0,4.6,2.2,38612.0,4737.0,8.7,3.8,18.6,2.9,18.4,2.9,12.0,2.8,2.8,2.3,66.8,9.3,2.2,2.6,24.1,5.7,0.0,3.0,8.6,5.2,12.7,5.1,1.0,0.5,0.4534,0.6218,0.3195,0.6624,2.0571,0.5258,0.5064,0.379,0.6109,0.1943,1.6906,0.2637,0.2771,0.4076,0.6847,0.3025,0.7038,0.0,0.5987,0.7717,0.621,2.6952,0.7203,7.1276,0.5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,121,9.1,5.1,2449
15,HAWAII,HI,15003,Honolulu,15003011000,"Census Tract 110, Honolulu County, Hawaii",9.694589557964,4087,208,1147,44,1120,46,86,56,50,42,45955,3657,165,82,833,70,688,96,393,98,33,22,2590,266,50,63,3,11,0,11,7,13,23,16,720,169,2.5,1.6,2.5,2.1,45955.0,3657.0,5.4,2.6,20.4,2.0,16.8,2.2,10.9,2.7,2.9,2.0,63.4,5.7,1.3,1.6,0.3,1.0,0.0,2.4,0.6,1.2,2.1,1.4,17.6,4.0,0.0643,0.266,0.1789,0.4172,0.9264,0.1452,0.6306,0.2898,0.4469,0.2038,1.5711,0.1768,0.2357,0.2357,0.4714,0.1815,0.172,0.0,0.0478,0.2186,0.9459,1.3843,0.2186,4.3532,0.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,72,42,2.0,1.2,5407
15,HAWAII,HI,15003,Honolulu,15003011103,"Census Tract 111.03, Honolulu County, Hawaii",1.107177214854,3771,280,1186,30,1148,51,135,78,60,45,46004,4414,94,47,860,87,694,105,534,138,31,38,2618,403,20,46,0,15,0,11,29,25,37,28,39,13,3.6,2.1,3.1,2.4,46004.0,4414.0,3.4,1.7,22.8,2.2,18.4,2.4,14.6,4.2,2.7,3.4,69.4,9.4,0.6,1.3,0.0,1.3,0.0,2.3,2.5,2.3,3.2,2.4,1.0,0.3,0.1672,0.3558,0.1757,0.2134,0.9121,0.1355,0.7389,0.379,0.8039,0.1879,2.1097,0.5756,0.3089,0.1178,0.4267,0.1592,0.0,0.0,0.1879,0.3344,0.621,1.1433,0.1479,4.5918,0.1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,64,3.1,1.8,1937
15,HAWAII,HI,15003,Honolulu,15003011104,"Census Tract 111.04, Honolulu County, Hawaii",0.634795703628,4579,365,1544,35,1473,62,172,90,79,48,44190,4970,142,59,976,111,951,182,508,112,82,50,2991,409,100,82,14,22,0,11,37,40,20,28,26,13,3.8,2.0,3.6,2.1,44190.0,4970.0,4.3,1.7,21.3,2.0,20.8,3.6,11.3,2.3,5.6,3.4,65.3,7.3,2.3,1.8,0.9,1.5,0.0,1.8,2.5,2.8,1.4,1.9,0.6,0.3,0.1897,0.4295,0.2141,0.3089,1.1422,0.2,0.6656,0.5732,0.5113,0.4809,2.231,0.6656,0.258,0.4299,0.6879,0.3057,0.258,0.0,0.1879,0.1318,0.5191,1.0968,0.1447,5.1579,0.1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,76,2.8,1.7,2252
15,HAWAII,HI,15003,Honolulu,15003011105,"Census Tract 111.05, Honolulu County, Hawaii",0.419835345638,3163,324,1575,36,1395,105,91,61,52,47,55584,6053,55,33,557,105,596,135,290,96,86,70,1347,428,24,45,1007,108,0,11,36,29,41,32,0,11,2.9,1.8,3.3,2.9,55584.0,6053.0,2.3,1.3,17.6,3.3,18.8,3.8,10.0,3.3,6.2,5.1,42.6,12.8,0.8,1.5,63.9,6.7,0.0,1.7,2.6,2.1,2.9,2.3,0.0,0.3,0.0932,0.3942,0.0703,0.1306,0.6883,0.0806,0.4395,0.4299,0.3537,0.5414,1.7645,0.3183,0.0605,0.1401,0.2006,0.0605,0.8694,0.0,0.1943,0.299,0.0,1.3627,0.2122,4.0161,0.0419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,72,4.3,2.2,4903
15,HAWAII,HI,15003,Honolulu,15003011106,"Census Tract 111.06, Honolulu County, Hawaii",1.48962784824,5974,461,1865,51,1761,81,113,76,98,53,50329,5512,151,61,1234,147,1216,195,667,133,8,19,3921,511,43,63,0,21,9,14,46,35,24,19,27,24,1.9,1.3,3.3,1.7,50329.0,5512.0,3.5,1.4,20.7,2.7,20.4,2.9,11.6,2.4,0.5,1.1,65.6,6.9,0.8,1.1,0.0,1.1,0.5,0.8,2.6,2.0,1.4,1.1,0.5,0.4,0.0289,0.3942,0.1086,0.2166,0.7483,0.1,0.6465,0.5414,0.5531,0.0414,1.7824,0.3473,0.2707,0.1401,0.4108,0.1401,0.0,0.8328,0.1943,0.1318,0.4809,1.6398,0.3023,4.5813,0.1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,115,3.4,2.0,2329
15,HAWAII,HI,15003,Honolulu,15003011201,"Census Tract 112.01, Honolulu County, Hawaii",0.9466834938,4319,286,1672,59,1472,90,303,130,93,52,65726,9314,49,39,864,121,935,113,276,79,80,47,1620,455,9,44,8,16,0,11,36,31,38,35,42,28,7.2,3.1,4.1,2.4,65726.0,9314.0,1.6,1.2,20.0,2.7,21.6,2.2,6.6,1.8,5.4,3.2,37.5,10.3,0.2,1.1,0.5,1.0,0.0,1.6,2.4,2.1,2.6,2.4,1.0,0.6,0.4341,0.5513,0.0351,0.0796,1.1001,0.1935,0.586,0.6433,0.0836,0.4618,1.7747,0.3344,0.0478,0.0287,0.0765,0.0159,0.1943,0.0,0.1783,0.2701,0.621,1.2637,0.1897,4.215,0.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,69,2.9,1.6,3324
15,HAWAII,HI,15003,Honolulu,15003011202,"Census Tract 112.02, Honolulu County, Hawaii",0.514794815926,1500,191,679,37,539,56,48,33,17,17,76068,12116,16,17,340,74,277,83,163,57,4,13,538,242,10,44,0,15,0,11,14,17,30,29,0,11,3.3,2.1,2.2,2.2,76068.0,12116.0,1.4,1.5,22.7,4.8,18.5,5.0,11.2,4.2,0.7,2.4,35.9,15.5,0.7,3.1,0.0,2.3,0.0,4.0,2.6,3.3,5.6,5.2,0.0,0.7,0.1415,0.2244,0.0192,0.0764,0.4615,0.0097,0.7357,0.3949,0.4984,0.0478,1.6768,0.254,0.035,0.1306,0.1656,0.0541,0.0,0.0,0.1943,0.5595,0.0,0.7538,0.0772,3.0577,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,2.8,2.2,597
15,HAWAII,HI,15003,Honolulu,15003011300,"Census Tract 113, Honolulu County, Hawaii",5.848336415056,6135,681,1399,79,1366,82,1003,521,59,62,27103,4425,333,99,847,208,1840,429,586,184,149,93,5575,717,136,130,99,78,0,15,439,137,63,41,23,23,16.4,8.1,2.0,2.0,27103.0,4425.0,9.4,2.8,13.8,3.7,30.0,6.1,9.6,2.9,10.9,6.8,90.9,5.9,2.4,2.3,7.1,5.6,0.0,1.9,32.1,9.8,4.6,3.0,0.4,0.4,0.8424,0.1827,0.7476,0.707,2.4797,0.7032,0.258,0.9108,0.3215,0.8567,2.347,0.7556,0.8121,0.4459,1.258,0.6656,0.4936,0.0,0.9809,0.4855,0.4522,2.4122,0.6045,8.4969,0.7387,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,293,114,4.8,2.0,2747
15,HAWAII,HI,15003,Honolulu,15003011400,"Census Tract 114, Honolulu County, Hawaii",3.989565711064,3586,340,747,26,736,32,298,158,51,34,22508,2289,38,24,13,19,901,166,77,45,72,51,1746,444,10,44,33,34,0,11,7,14,9,13,1295,268,13.0,6.8,9.0,6.1,22508.0,2289.0,3.1,1.9,0.4,0.5,25.1,4.0,4.1,2.3,9.8,6.9,48.7,11.5,0.3,1.4,4.4,4.5,0.0,3.6,1.0,2.0,1.2,1.8,36.1,6.6,0.7717,0.9199,0.8882,0.1975,2.7773,0.8032,0.0318,0.7866,0.0354,0.8121,1.6659,0.2444,0.0892,0.0541,0.1433,0.0414,0.4522,0.0,0.0732,0.1158,0.9682,1.6094,0.2926,6.1959,0.3548,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,47,75,2.5,4.0,2245
15,HAWAII,HI,15003,Honolulu,15003011500,"Census Tract 115, Honolulu County, Hawaii",1.731455500002,9457,707,2777,99,2734,108,278,171,228,90,32987,2412,255,93,569,122,3044,417,613,141,199,82,8429,733,224,171,394,175,9,14,371,118,15,17,90,45,3.0,1.8,4.6,1.8,32987.0,2412.0,4.6,1.7,6.0,1.4,32.2,3.7,6.7,1.6,7.3,3.0,89.1,4.0,2.7,2.0,14.2,6.3,0.3,0.5,13.6,4.3,0.5,0.6,1.0,0.5,0.1125,0.6218,0.524,0.3471,1.6054,0.3387,0.0796,0.9522,0.0868,0.6497,1.7683,0.3248,0.742,0.4777,1.2197,0.6465,0.5924,0.7781,0.7803,0.0547,0.621,2.8265,0.7621,7.4199,0.5774,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,166,85,1.8,0.9,12944
15,HAWAII,HI,15003,Honolulu,15003940001,"Census Tract 9400.01, Honolulu County, Hawaii",2.996944573508,3826,250,1125,62,986,80,249,75,96,31,28421,1890,176,39,721,73,821,108,531,84,47,17,3473,265,30,42,11,7,3,5,147,37,84,23,0,11,6.5,2.0,5.1,1.6,28421.0,1890.0,6.6,1.4,18.8,1.9,21.5,2.4,13.9,2.0,4.8,1.8,90.8,3.6,0.8,1.2,1.0,0.6,0.3,0.5,14.9,3.6,8.5,2.1,0.0,0.3,0.3955,0.6699,0.6837,0.535,2.2841,0.6161,0.5096,0.6401,0.7524,0.3822,2.2843,0.7106,0.8057,0.1401,0.9458,0.4713,0.2834,0.7781,0.8185,0.6913,0.0,2.5713,0.6624,8.0855,0.6903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,28,2.5,0.7,1950
15,HAWAII,HI,15003,Honolulu,15003940002,"Census Tract 9400.02, Honolulu County, Hawaii",6.82297832688,7107,570,1636,52,1578,74,1203,398,413,74,19323,1323,335,87,775,100,2042,321,832,148,220,68,6993,571,54,70,253,61,6,10,367,88,189,62,0,15,17.0,5.2,13.1,2.4,19323.0,1323.0,7.8,1.8,10.9,1.6,28.7,3.9,11.7,2.2,13.9,4.3,98.4,1.6,0.8,1.1,15.5,3.7,0.4,0.6,23.3,5.5,12.0,3.9,0.0,0.2,0.8489,0.9583,0.9585,0.6306,3.3963,0.9323,0.1688,0.8885,0.5788,0.9395,2.5756,0.8714,0.9873,0.1401,1.1274,0.5764,0.6146,0.8071,0.9268,0.7588,0.0,3.1073,0.8489,10.2066,0.9097,0,1,1,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,1,5,319,89,4.5,1.2,4110
15,HAWAII,HI,15003,Honolulu,15003980000,"Census Tract 9800, Honolulu County, Hawaii",1.92661230031,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,17
15,HAWAII,HI,15003,Honolulu,15003980200,"Census Tract 9802, Honolulu County, Hawaii",3.461285896686,612,248,0,11,0,11,0,11,0,11,7662,6682,74,59,60,83,0,11,0,11,0,15,518,254,45,63,0,15,0,11,0,15,0,11,612,248,-999.0,-999.0,-999.0,-999.0,7662.0,6682.0,13.1,8.9,9.8,12.3,0.0,1.8,-999.0,-999.0,0.0,-999.0,84.6,23.5,7.4,9.9,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,1.0,0.8471,-999.0,-999.0,0.1338,0.0,-999.0,0.0,-999.0,-999.0,0.5669,0.7834,1.3503,0.7197,0.0,-999.0,0.0,-999.0,0.9936,-999.0,-999.0,-999.0,-999.0,-999,-999,1,0,-999,0,0,-999,0,-999,0,0,0,0,-999,0,-999,1,-999,-999,0,11,-999.0,-999.0,9060
15,HAWAII,HI,15003,Honolulu,15003980300,"Census Tract 9803, Honolulu County, Hawaii",2.238271131996,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,7290
15,HAWAII,HI,15003,Honolulu,15003980600,"Census Tract 9806, Honolulu County, Hawaii",11.671968479744,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,230
15,HAWAII,HI,15003,Honolulu,15003980700,"Census Tract 9807, Honolulu County, Hawaii",7.90402531668,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,1310
15,HAWAII,HI,15003,Honolulu,15003980800,"Census Tract 9808, Honolulu County, Hawaii",0.748703515668,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,0
15,HAWAII,HI,15003,Honolulu,15003981000,"Census Tract 9810, Honolulu County, Hawaii",1.36401921509,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,22
15,HAWAII,HI,15003,Honolulu,15003981100,"Census Tract 9811, Honolulu County, Hawaii",2.292724641464,27,29,0,11,0,11,0,11,0,11,23896,7189,0,11,0,11,0,11,0,11,0,15,18,31,0,44,0,15,0,11,0,15,0,11,27,29,-999.0,-999.0,-999.0,-999.0,23896.0,7189.0,0.0,100.0,0.0,52.5,0.0,40.7,-999.0,-999.0,0.0,-999.0,66.7,89.7,0.0,163.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,0.8307,0.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.2739,0.0,0.2739,0.0828,0.0,-999.0,0.0,-999.0,0.9936,-999.0,-999.0,-999.0,-999.0,-999,-999,0,0,-999,0,0,-999,0,-999,0,0,0,0,-999,0,-999,1,-999,-999,0,11,-999.0,-999.0,1955
15,HAWAII,HI,15003,Honolulu,15003981200,"Census Tract 9812, Honolulu County, Hawaii",3.103028028518,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,-999
15,HAWAII,HI,15003,Honolulu,15003981300,"Census Tract 9813, Honolulu County, Hawaii",0.429638089316,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,9466
15,HAWAII,HI,15003,Honolulu,15003981400,"Census Tract 9814, Honolulu County, Hawaii",0.612621865768,4,6,4,6,4,6,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,8,0,44,0,15,0,11,0,15,0,11,0,11,0.0,100.0,0.0,100.0,-999.0,-999.0,0.0,100.0,0.0,100.0,0.0,275.0,0.0,100.0,0.0,390.0,0.0,212.5,0.0,1100.0,0.0,390.0,0.0,100.0,0.0,390.0,0.0,100.0,0.0,275.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0,0,-999,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,11,0.0,100.0,12821
