ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
15,HAWAII,HI,15001,Hawaii,15001020100,"Census Tract 201, Hawaii County, Hawaii",97.064288352512,4162,371,2174,83,1632,125,903,281,51,19,28978,5262,296,91,1102,171,766,194,704,137,125,53,3163,411,139,81,13,13,24,22,70,52,91,39,23,18,21.7,5.9,2.8,1.0,28978.0,5262.0,9.2,2.8,26.5,3.8,18.4,4.4,16.9,3.1,7.7,3.2,76.0,7.2,3.5,2.0,0.6,0.6,1.1,1.0,4.3,3.2,5.6,2.2,0.6,0.4,0.9228,0.3045,0.6709,0.6943,2.5925,0.7355,0.8822,0.379,0.9228,0.6943,2.8783,0.9453,0.3854,0.5732,0.9586,0.4777,0.2197,0.9453,0.2962,0.5595,0.5191,2.5398,0.6495,8.9692,0.7903,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,198,109,4.8,2.4,2124
15,HAWAII,HI,15001,Hawaii,15001020202,"Census Tract 202.02, Hawaii County, Hawaii",244.926538846568,2565,315,743,48,649,53,320,155,54,33,20929,4255,314,112,416,69,275,57,263,91,49,26,2069,347,48,52,0,15,3,5,22,21,29,27,766,230,17.6,8.1,6.9,4.0,20929.0,4255.0,15.0,4.8,16.2,2.9,10.7,1.8,14.4,4.3,7.6,4.0,80.7,9.2,1.9,2.1,0.0,2.1,0.4,0.7,3.4,3.2,4.5,4.1,29.9,8.2,0.8553,0.8269,0.9233,0.8917,3.4972,0.9581,0.3599,0.0764,0.7846,0.6815,1.9024,0.4277,0.4809,0.3535,0.8344,0.3949,0.0,0.8071,0.2452,0.4695,0.9586,2.4804,0.6206,8.7144,0.7645,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,49,57,2.7,3.1,1194
15,HAWAII,HI,15001,Hawaii,15001020300,"Census Tract 203, Hawaii County, Hawaii",1.270969791396,4270,552,1929,117,1667,160,1471,405,161,90,23285,3684,355,201,865,148,744,294,456,142,189,104,3162,603,155,112,850,210,0,11,127,97,326,125,328,108,35.7,7.9,8.5,4.5,23285.0,3684.0,11.6,5.9,20.3,3.9,17.4,6.5,11.0,3.1,11.3,6.2,74.1,10.4,3.8,2.7,44.1,10.6,0.0,1.4,7.6,5.8,19.6,6.9,7.7,2.3,0.9839,0.9006,0.8562,0.8025,3.5432,0.9677,0.6146,0.3185,0.4566,0.8726,2.2623,0.6913,0.3535,0.6051,0.9586,0.4777,0.7866,0.0,0.551,0.8714,0.9045,3.1135,0.8521,9.8776,0.8774,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,249,116,6.0,2.8,8276
15,HAWAII,HI,15001,Hawaii,15001020400,"Census Tract 204, Hawaii County, Hawaii",1.043258414856,3522,384,1584,82,1303,115,1121,379,165,100,23562,4877,113,57,674,156,615,269,635,173,176,115,2760,457,150,145,320,106,0,11,96,71,96,46,51,37,31.9,10.2,9.4,5.8,23562.0,4877.0,4.4,2.3,19.1,5.2,17.5,7.4,18.0,4.6,13.5,8.8,78.4,9.8,4.5,4.3,20.2,6.7,0.0,1.7,7.4,5.5,7.4,3.6,1.4,1.0,0.9743,0.9263,0.8435,0.3217,3.0658,0.8677,0.5318,0.328,0.955,0.9299,2.7447,0.9132,0.4395,0.6624,1.1019,0.5573,0.6783,0.0,0.5382,0.6624,0.6847,2.5636,0.6592,9.476,0.8323,1,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,63,74,1.8,2.0,8821
15,HAWAII,HI,15001,Hawaii,15001020500,"Census Tract 205, Hawaii County, Hawaii",2.352502497512,6842,767,2519,140,2260,182,2709,590,207,100,16903,2403,548,231,949,197,1711,398,1047,324,333,153,6035,804,225,185,535,175,0,15,182,110,318,153,727,148,44.7,7.6,7.8,3.5,16903.0,2403.0,15.7,6.6,13.9,3.0,25.0,5.1,15.5,4.8,14.7,6.7,88.2,6.4,3.6,3.0,21.2,6.9,0.0,1.1,8.1,4.8,14.1,6.6,10.6,1.8,0.9968,0.8686,0.9744,0.9108,3.7506,0.9871,0.2643,0.7834,0.8714,0.9522,2.8713,0.9421,0.6975,0.5828,1.2803,0.6783,0.6879,0.0,0.5764,0.8006,0.9236,2.9885,0.8296,10.8907,0.9645,1,0,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,5,566,311,8.4,4.4,14525
15,HAWAII,HI,15001,Hawaii,15001020600,"Census Tract 206, Hawaii County, Hawaii",18.72125972172,5792,346,2197,67,1856,93,827,160,147,50,23465,1777,288,56,1016,98,1417,167,976,119,134,38,5184,370,8,58,365,89,24,18,175,38,84,33,22,10,14.4,2.6,5.8,1.9,23465.0,1777.0,7.4,1.5,17.5,1.6,24.5,2.5,16.9,1.9,7.2,2.1,89.5,3.5,0.1,1.1,16.6,4.0,1.1,0.8,9.4,2.0,4.5,1.8,0.4,0.2,0.7974,0.7468,0.8466,0.6083,2.9991,0.8516,0.4331,0.7643,0.9228,0.6369,2.7571,0.9196,0.758,0.0223,0.7803,0.3662,0.6306,0.9453,0.6274,0.4695,0.4522,3.125,0.8553,9.6615,0.8452,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,181,58,3.1,1.0,9780
15,HAWAII,HI,15001,Hawaii,15001020701,"Census Tract 207.01, Hawaii County, Hawaii",1.823765538366,4461,457,2072,65,1856,121,715,251,142,103,31813,7119,206,75,1275,150,637,234,841,221,94,53,3906,481,113,76,101,48,0,11,34,42,130,93,9,12,16.0,5.1,6.8,4.9,31813.0,7119.0,6.2,2.2,28.6,3.9,14.3,5.0,18.9,5.0,5.1,2.9,87.6,6.0,2.7,1.8,4.9,2.3,0.0,1.3,1.8,2.3,7.0,4.9,0.2,0.3,0.8296,0.8205,0.5623,0.5,2.7124,0.7774,0.9268,0.1783,0.9807,0.4204,2.5062,0.8457,0.6752,0.4777,1.1529,0.6146,0.4586,0.0,0.1274,0.6399,0.3726,1.5985,0.2894,7.97,0.6581,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,225,137,5.1,2.9,3638
15,HAWAII,HI,15001,Hawaii,15001020702,"Census Tract 207.02, Hawaii County, Hawaii",1.189426979506,4864,413,1945,69,1712,113,235,125,100,62,30834,2605,174,69,1008,143,927,192,636,136,108,56,4339,445,115,91,6,14,5,10,71,57,30,23,42,37,4.9,2.5,3.9,2.3,30834.0,2605.0,4.8,1.9,20.7,2.9,19.1,3.6,13.1,2.7,6.3,3.2,89.2,5.2,2.5,2.0,0.3,0.7,0.3,0.5,4.1,3.3,1.8,1.3,0.9,0.8,0.2894,0.5192,0.6038,0.3726,1.785,0.4161,0.6465,0.4459,0.717,0.5669,2.3763,0.7846,0.7516,0.4618,1.2134,0.6433,0.172,0.7781,0.2771,0.1833,0.5987,2.0092,0.4437,7.3839,0.5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,46,1.4,0.9,1788
15,HAWAII,HI,15001,Hawaii,15001020801,"Census Tract 208.01, Hawaii County, Hawaii",11.680367742652,5182,486,1645,50,1576,82,467,210,74,66,34060,3562,95,49,1075,175,1070,272,517,137,129,75,4567,522,27,64,0,21,0,15,28,25,51,45,96,43,9.1,4.0,3.0,2.7,34060.0,3562.0,2.7,1.3,20.7,3.7,20.6,4.9,10.1,2.8,8.2,4.7,88.1,5.8,0.5,1.3,0.0,1.3,0.0,1.7,1.8,1.6,3.2,2.8,1.9,0.8,0.5691,0.3301,0.4888,0.1656,1.5536,0.3226,0.6465,0.551,0.3698,0.7261,2.2934,0.717,0.6911,0.0955,0.7866,0.3726,0.0,0.0,0.1274,0.3344,0.742,1.2038,0.164,5.8374,0.2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,97,2.4,1.9,2503
15,HAWAII,HI,15001,Hawaii,15001020802,"Census Tract 208.02, Hawaii County, Hawaii",4.12538210889,6507,625,2643,123,2331,174,249,199,186,130,35052,4252,219,134,1196,195,1439,324,783,201,160,76,4904,701,0,60,16,28,0,15,37,40,17,26,61,108,3.9,3.0,5.5,3.8,35052.0,4252.0,4.8,2.9,18.4,3.2,22.1,4.5,12.2,3.0,6.9,3.3,75.4,8.0,0.0,1.0,0.6,1.1,0.0,1.0,1.6,1.7,0.7,1.1,0.9,1.7,0.2058,0.7244,0.4473,0.3726,1.7501,0.3903,0.4904,0.6688,0.6238,0.6178,2.4008,0.8006,0.3758,0.0,0.3758,0.1242,0.2197,0.0,0.1115,0.074,0.5987,1.0039,0.1318,5.5306,0.2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,76,1.1,1.2,3183
15,HAWAII,HI,15001,Hawaii,15001020900,"Census Tract 209, Hawaii County, Hawaii",11.086632442316,4769,495,1921,63,1690,106,776,342,70,59,34331,4433,161,88,945,136,1104,248,531,120,113,65,3886,516,57,65,33,30,0,11,52,36,50,38,0,11,16.3,7.0,3.3,2.7,34331.0,4433.0,4.8,2.6,19.8,2.8,23.1,4.6,11.1,2.7,6.7,3.9,81.5,6.7,1.2,1.4,1.7,1.6,0.0,1.4,3.1,2.2,3.0,2.2,0.0,0.2,0.8392,0.3942,0.4824,0.3726,2.0884,0.5484,0.5669,0.7166,0.4695,0.5987,2.3517,0.7621,0.4904,0.2134,0.7038,0.3153,0.3535,0.0,0.2293,0.3055,0.0,0.8883,0.0997,6.0322,0.3258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,56,1.4,1.1,1679
15,HAWAII,HI,15001,Hawaii,15001021003,"Census Tract 210.03, Hawaii County, Hawaii",13.074732644432,7169,660,2646,111,2444,118,1837,469,193,76,19788,2673,444,149,1012,197,1855,440,1200,264,305,97,5332,794,150,94,0,21,0,15,207,117,89,55,0,15,25.6,5.6,7.0,2.7,19788.0,2673.0,9.3,3.0,14.1,2.8,25.9,5.7,16.7,3.7,12.5,3.9,74.4,8.7,2.2,1.4,0.0,0.8,0.0,1.0,8.5,4.8,3.6,2.3,0.0,0.2,0.9486,0.8333,0.9489,0.6975,3.4283,0.9452,0.2739,0.8153,0.9196,0.9076,2.9164,0.9518,0.3567,0.4076,0.7643,0.3567,0.0,0.0,0.5924,0.3891,0.0,0.9815,0.1222,8.0905,0.6935,1,0,1,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,705,285,9.8,4.0,2149
15,HAWAII,HI,15001,Hawaii,15001021005,"Census Tract 210.05, Hawaii County, Hawaii",14.895352995906,11148,1305,4560,186,3785,258,2075,925,183,157,24729,3535,661,307,2004,561,2442,628,1760,610,222,145,7474,1628,124,152,0,24,0,17,0,24,73,86,0,17,18.6,7.6,4.1,3.7,24729.0,3535.0,8.3,3.6,18.0,4.4,21.9,5.0,15.8,4.9,5.9,3.8,67.0,12.3,1.1,1.4,0.0,0.5,0.0,0.6,0.0,0.6,1.9,2.3,0.0,0.2,0.8842,0.5513,0.8115,0.6561,2.9031,0.829,0.4682,0.6592,0.8907,0.5127,2.5308,0.865,0.2834,0.2006,0.484,0.1879,0.0,0.0,0.0,0.2026,0.0,0.2026,0.0064,6.1205,0.3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,280,5.0,2.5,3833
15,HAWAII,HI,15001,Hawaii,15001021010,"Census Tract 210.10, Hawaii County, Hawaii",58.372684537342,8298,784,3906,128,3131,176,1768,459,298,138,22236,3051,359,113,1404,281,1622,478,1249,337,155,66,5063,910,135,93,0,21,33,23,332,114,97,88,0,15,21.4,5.1,8.6,4.0,22236.0,3051.0,6.1,1.8,16.9,3.5,19.5,5.5,15.1,4.1,5.0,2.1,61.0,9.3,1.7,1.2,0.0,0.5,0.8,0.6,10.6,3.6,3.1,2.7,0.0,0.2,0.9196,0.9071,0.8978,0.4745,3.199,0.9129,0.4108,0.4682,0.836,0.4076,2.1226,0.5916,0.1911,0.3153,0.5064,0.1975,0.0,0.8971,0.6847,0.3183,0.0,1.9001,0.3987,7.7281,0.6355,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,461,189,5.6,2.3,2408
15,HAWAII,HI,15001,Hawaii,15001021011,"Census Tract 210.11, Hawaii County, Hawaii",95.115845072918,3969,689,2015,93,1496,157,921,502,3,8,22274,3451,28,44,811,226,1071,383,442,172,176,104,2844,752,29,62,0,15,28,45,66,60,107,95,22,17,23.4,12.3,0.2,0.5,22274.0,3451.0,1.0,1.6,20.4,6.2,27.0,8.4,11.1,4.5,11.8,6.9,71.7,14.3,0.8,1.8,0.0,0.8,1.4,2.3,4.4,4.0,7.2,6.2,0.6,0.4,0.9357,0.0192,0.8946,0.0478,1.8973,0.4452,0.6306,0.8567,0.4695,0.8885,2.8453,0.9357,0.3312,0.1401,0.4713,0.1783,0.0,0.9711,0.3057,0.6495,0.5191,2.4454,0.6077,7.6593,0.6129,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,152,119,3.8,3.1,1398
15,HAWAII,HI,15001,Hawaii,15001021013,"Census Tract 210.13, Hawaii County, Hawaii",51.084327817312,4969,637,1878,88,1676,116,587,171,97,50,25343,2154,364,181,917,182,1009,275,922,205,70,30,3942,718,157,82,25,10,0,11,69,47,43,25,33,29,11.8,3.8,4.1,2.0,25343.0,2154.0,9.9,4.5,18.5,4.0,20.3,4.9,18.6,3.9,4.2,1.8,79.3,10.3,3.3,1.6,1.3,0.6,0.0,1.5,4.1,2.8,2.6,1.5,0.7,0.6,0.7138,0.5513,0.7955,0.7261,2.7867,0.8129,0.5032,0.535,0.9711,0.3185,2.3278,0.7331,0.4618,0.5478,1.0096,0.5223,0.3185,0.0,0.2771,0.2701,0.535,1.4007,0.2219,7.5248,0.5968,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,221,85,4.5,1.7,7464
15,HAWAII,HI,15001,Hawaii,15001021101,"Census Tract 211.01, Hawaii County, Hawaii",41.055120644436,3359,373,2229,123,1689,157,951,232,155,85,29072,5265,163,68,1006,160,428,155,528,134,92,61,1207,467,35,46,20,17,0,11,81,40,116,64,0,11,28.4,5.7,11.9,5.5,29072.0,5265.0,5.8,2.4,29.9,4.1,12.7,4.4,15.7,3.8,5.4,3.6,35.9,13.3,1.1,1.4,0.9,0.8,0.0,1.2,4.8,2.4,6.9,3.7,0.0,0.3,0.955,0.9423,0.6677,0.449,3.014,0.8613,0.9459,0.121,0.8842,0.4618,2.4129,0.8071,0.035,0.2006,0.2356,0.0732,0.258,0.0,0.3535,0.6367,0.0,1.2482,0.1865,6.9107,0.4677,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,342,109,10.2,3.1,1123
15,HAWAII,HI,15001,Hawaii,15001021106,"Census Tract 211.06, Hawaii County, Hawaii",226.853456737694,7856,913,3526,151,2806,249,1768,509,562,212,19948,2411,397,145,1356,285,1629,442,1307,330,295,149,4789,1065,91,77,31,31,19,22,204,115,235,130,19,9,22.6,6.5,16.6,5.8,19948.0,2411.0,7.2,2.6,17.3,3.9,20.7,5.1,16.6,4.1,10.5,5.2,61.0,11.6,1.3,1.1,0.9,0.9,0.5,0.6,7.3,4.1,8.4,4.6,0.2,0.1,0.9293,0.984,0.9361,0.5764,3.4258,0.9419,0.4268,0.5605,0.9132,0.8503,2.7508,0.9164,0.1911,0.2357,0.4268,0.1624,0.258,0.8328,0.5287,0.6881,0.3726,2.6802,0.7138,9.2836,0.8161,1,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,601,226,7.7,2.9,4715
15,HAWAII,HI,15001,Hawaii,15001021202,"Census Tract 212.02, Hawaii County, Hawaii",929.719584281116,9473,1318,4171,165,3060,244,3257,1061,480,200,17683,3175,578,171,1561,278,3080,810,1387,362,281,151,6514,1501,363,174,14,27,55,69,439,173,145,94,36,20,34.7,9.2,14.6,5.3,17683.0,3175.0,9.6,2.7,16.5,3.7,32.5,7.3,14.7,3.5,9.2,4.9,68.8,12.6,4.3,2.0,0.3,0.7,1.3,1.7,14.3,5.5,4.7,3.0,0.4,0.2,0.9775,0.9679,0.9617,0.7134,3.6205,0.971,0.3758,0.9554,0.8103,0.7834,2.9249,0.955,0.2962,0.6401,0.9363,0.4618,0.172,0.9614,0.8089,0.5016,0.4522,2.8961,0.7878,10.3778,0.9258,1,1,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,5,738,221,7.8,2.4,3978
15,HAWAII,HI,15001,Hawaii,15001021300,"Census Tract 213, Hawaii County, Hawaii",313.291957431356,6977,1113,2849,107,2271,232,866,411,273,159,37133,10833,394,192,1322,297,1462,478,1053,333,111,93,4473,1228,185,158,0,21,19,29,301,152,106,72,0,15,12.4,5.7,8.7,4.7,37133.0,10833.0,7.7,3.9,18.9,4.5,21.0,6.0,15.1,4.3,4.9,4.1,64.1,14.3,2.8,2.4,0.0,0.7,0.7,1.0,13.3,6.6,4.7,3.1,0.0,0.2,0.746,0.9103,0.377,0.6242,2.6575,0.7613,0.5191,0.5892,0.836,0.3949,2.3392,0.746,0.2484,0.4936,0.742,0.3439,0.0,0.8875,0.7771,0.5016,0.0,2.1662,0.5048,7.9049,0.6484,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,672,376,9.6,5.1,2933
15,HAWAII,HI,15001,Hawaii,15001021402,"Census Tract 214.02, Hawaii County, Hawaii",16.194032169536,3791,598,1513,94,1338,102,333,163,42,34,32055,4788,199,137,872,183,859,320,602,172,116,65,2890,641,75,76,43,30,5,11,133,81,62,32,29,18,8.8,4.6,2.3,1.9,32055.0,4788.0,7.2,4.7,23.0,5.0,22.7,7.6,16.0,4.4,8.7,4.9,76.2,11.9,2.1,2.2,2.8,2.0,0.3,0.7,9.9,6.0,4.6,2.5,0.8,0.5,0.5466,0.2404,0.5495,0.5764,1.9129,0.4581,0.7548,0.6975,0.9003,0.758,3.1106,0.9807,0.3885,0.3917,0.7802,0.3631,0.4108,0.7781,0.6529,0.4855,0.5701,2.8974,0.791,8.7011,0.7613,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,79,50,2.1,1.3,4809
15,HAWAII,HI,15001,Hawaii,15001021502,"Census Tract 215.02, Hawaii County, Hawaii",362.132833786138,4220,581,2000,122,1616,163,600,247,129,85,37008,5179,209,95,821,148,828,269,542,148,195,100,2367,669,66,97,26,24,24,38,105,55,77,65,34,24,14.3,5.4,5.7,3.6,37008.0,5179.0,6.8,3.0,19.5,4.0,19.6,5.8,12.8,3.4,12.1,6.1,56.1,13.9,1.7,2.5,1.3,1.2,1.2,1.9,6.5,3.4,4.8,4.0,0.8,0.6,0.791,0.7436,0.3802,0.5478,2.4626,0.6935,0.5541,0.4777,0.6881,0.8981,2.618,0.881,0.1592,0.3153,0.4745,0.1847,0.3185,0.955,0.4809,0.508,0.5701,2.8325,0.7653,8.3876,0.7226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,173,91,4.1,2.0,2414
15,HAWAII,HI,15001,Hawaii,15001021504,"Census Tract 215.04, Hawaii County, Hawaii",11.98158097083,5120,658,1548,102,1355,123,645,276,124,65,23702,3721,456,181,613,141,1395,287,657,155,115,51,4268,696,162,112,127,73,0,15,188,75,71,59,10,8,12.9,5.3,5.0,2.5,23702.0,3721.0,14.1,4.7,12.0,2.8,27.2,4.4,12.9,3.1,8.5,3.7,83.4,8.4,3.4,2.3,8.2,4.7,0.0,1.8,13.9,5.4,5.2,4.1,0.2,0.2,0.7621,0.6635,0.8371,0.8726,3.1353,0.8871,0.207,0.8662,0.701,0.7516,2.5258,0.8553,0.5287,0.5605,1.0892,0.5478,0.5159,0.0,0.8025,0.537,0.3726,2.228,0.5209,8.9783,0.7935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,166,5.3,3.0,10565
15,HAWAII,HI,15001,Hawaii,15001021507,"Census Tract 215.07, Hawaii County, Hawaii",94.375754720666,10044,1070,4412,183,3534,265,770,396,123,74,41232,6488,441,346,1663,354,1845,501,593,179,241,108,5720,1254,369,262,332,118,14,22,223,117,142,76,40,24,7.7,3.8,2.1,1.3,41232.0,6488.0,6.0,4.5,16.6,3.6,18.4,4.6,5.9,1.9,6.8,3.0,56.9,10.9,3.9,2.8,7.5,2.7,0.3,0.5,6.3,3.3,4.0,2.2,0.4,0.2,0.463,0.1923,0.2652,0.4618,1.3823,0.271,0.3822,0.379,0.0579,0.6115,1.4306,0.119,0.172,0.6083,0.7803,0.3662,0.5064,0.7781,0.4554,0.4212,0.4522,2.6133,0.6849,6.2065,0.3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,171,4.5,1.8,9724
15,HAWAII,HI,15001,Hawaii,15001021509,"Census Tract 215.09, Hawaii County, Hawaii",10.129572071164,5646,811,3536,138,2212,234,641,241,145,103,36028,4841,271,125,1712,282,1000,319,645,185,133,63,2636,934,96,91,859,201,0,15,107,74,109,84,81,66,11.6,4.5,5.4,3.8,36028.0,4841.0,6.1,2.5,30.3,5.2,17.7,5.0,11.6,3.6,6.0,2.8,46.7,15.1,1.8,1.7,24.3,5.6,0.0,0.8,4.8,3.3,4.9,3.8,1.4,1.2,0.7042,0.7115,0.4185,0.4745,2.3087,0.6323,0.9586,0.3439,0.5531,0.5255,2.3811,0.791,0.0732,0.3439,0.4171,0.1529,0.707,0.0,0.3535,0.5145,0.6847,2.2597,0.5305,7.3666,0.5645,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,165,93,3.0,1.6,3944
15,HAWAII,HI,15001,Hawaii,15001021601,"Census Tract 216.01, Hawaii County, Hawaii",6.81708061883,9943,1064,4144,117,3244,257,713,232,108,78,29424,3025,847,324,1815,347,1886,588,1139,342,238,147,6865,1166,783,385,1206,249,0,15,311,160,292,138,625,179,7.4,2.5,2.0,1.4,29424.0,3025.0,11.5,4.2,18.3,4.2,19.0,5.6,11.5,3.6,7.3,4.5,69.0,9.1,8.4,4.1,29.1,6.0,0.0,0.7,9.6,4.9,9.0,4.3,6.3,1.7,0.4469,0.1827,0.639,0.7962,2.0648,0.5323,0.4809,0.4427,0.5305,0.6497,2.1038,0.5723,0.3025,0.8121,1.1146,0.5701,0.7357,0.0,0.6401,0.717,0.8917,2.9845,0.8264,8.2677,0.7161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,522,10.8,4.9,10748
15,HAWAII,HI,15001,Hawaii,15001021604,"Census Tract 216.04, Hawaii County, Hawaii",3.034218474486,8658,1228,4807,158,3112,323,768,342,137,98,42818,9582,370,181,1976,388,1749,587,848,302,181,127,4299,1435,218,144,1120,267,0,15,133,108,52,86,12,10,8.9,3.7,3.2,2.3,42818.0,9582.0,5.7,2.7,22.8,4.8,20.2,6.1,9.8,3.7,5.8,4.1,49.7,15.0,2.7,1.8,23.3,5.5,0.0,0.6,4.3,3.5,1.7,2.8,0.1,0.1,0.5531,0.3686,0.2236,0.4331,1.5784,0.329,0.7389,0.5223,0.3344,0.4968,2.0924,0.5659,0.1051,0.4777,0.5828,0.2389,0.6975,0.0,0.2962,0.164,0.3248,1.4825,0.2347,5.7361,0.2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,151,2.5,1.7,4321
15,HAWAII,HI,15001,Hawaii,15001021702,"Census Tract 217.02, Hawaii County, Hawaii",202.205368767032,11832,1454,3803,190,3359,240,1244,708,329,168,36309,7611,520,247,2101,498,3194,653,1359,462,284,148,8802,1572,633,536,143,98,0,17,353,159,109,86,211,70,10.6,6.0,5.4,2.8,36309.0,7611.0,6.4,2.9,17.8,3.8,27.0,4.4,11.5,3.3,8.5,4.4,74.4,9.6,5.7,4.8,3.8,2.6,0.0,0.7,10.5,4.7,3.2,2.6,1.8,0.5,0.6559,0.7115,0.4058,0.5127,2.2859,0.6194,0.449,0.8567,0.5305,0.7516,2.5878,0.8746,0.3567,0.7229,1.0796,0.5446,0.4363,0.0,0.6752,0.3344,0.7325,2.1784,0.508,8.1317,0.6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,266,4.8,2.2,9594
15,HAWAII,HI,15001,Hawaii,15001021704,"Census Tract 217.04, Hawaii County, Hawaii",141.292128436466,8023,947,6263,131,3136,238,740,335,157,79,40032,4185,225,145,1588,243,2171,639,712,165,211,122,4132,1071,120,100,1060,153,0,15,199,106,77,66,15,7,9.3,4.2,4.0,2.0,40032.0,4185.0,4.1,2.5,19.8,3.8,27.1,7.3,8.9,2.1,6.7,3.9,51.5,11.9,1.6,1.3,16.9,2.4,0.0,0.4,6.3,3.4,2.5,2.0,0.2,0.1,0.5916,0.5353,0.2843,0.2803,1.6915,0.3645,0.5669,0.8631,0.2444,0.5987,2.2731,0.6977,0.1178,0.293,0.4108,0.1401,0.6369,0.0,0.4554,0.2605,0.3726,1.7254,0.3312,6.1008,0.3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,132,3.8,1.7,11649
